client_id,genre,age,ville,canal_acquisition,segment_marketing,nb_achats,ca_total,panier_moyen,derniere_achat,recence_jours,frequence_mensuelle,churn
2919,F,24,Abidjan,Mobile Money,Nouveau,4,27127.0,6781.75,2023-08-24,495,0.1111111111111111,1
2920,M,49,Abidjan,Partenaire,Nouveau,5,71977.0,14395.4,2024-11-08,53,0.1388888888888889,1
2921,M,24,Abidjan,Mobile Money,Nouveau,2,102125.0,51062.5,2022-09-02,851,0.05555555555555555,1
2922,F,40,Abidjan,Réseaux sociaux,Régulier,30,699634.0,23321.133333333335,2024-12-13,18,0.8333333333333334,0
2923,F,44,Abidjan,Boutique,Nouveau,3,47301.0,15767.0,2023-10-28,430,0.08333333333333333,1
2924,M,32,Yamoussoukro,Mobile Money,Occasionnel,26,1258868.0,48418.0,2024-12-01,30,0.7222222222222222,0
2925,F,18,Man,Boutique,Occasionnel,29,1123744.0,38749.793103448275,2024-12-15,16,0.8055555555555556,0
2926,M,18,Bouaké,Site Web,Nouveau,43,1467959.0,34138.58139534884,2024-11-29,32,1.1944444444444444,0
2927,M,43,Abidjan,Réseaux sociaux,Occasionnel,33,920587.0,27896.575757575756,2024-11-14,47,0.9166666666666666,0
2928,M,20,Abengourou,Boutique,Fidèle,3,191872.0,63957.333333333336,2023-07-18,532,0.08333333333333333,1
2929,F,38,Gagnoa,Mobile Money,Nouveau,25,597781.0,23911.24,2024-10-13,79,0.6944444444444444,0
2930,M,35,Abidjan,Partenaire,Régulier,30,693944.0,23131.466666666667,2024-11-26,35,0.8333333333333334,0
2931,M,38,Abidjan,Boutique,Nouveau,3,172409.0,57469.666666666664,2024-11-18,43,0.08333333333333333,0
2932,F,39,Yamoussoukro,Mobile Money,Nouveau,32,1045041.0,32657.53125,2024-12-21,10,0.8888888888888888,0
2933,M,23,Gagnoa,Réseaux sociaux,Nouveau,28,798110.0,28503.928571428572,2024-12-06,25,0.7777777777777778,1
2934,M,23,Daloa,Mobile Money,Régulier,32,1152020.0,36000.625,2024-12-25,6,0.8888888888888888,0
2935,M,41,Bouaké,Mobile Money,Occasionnel,23,957874.0,41646.69565217391,2024-12-14,17,0.6388888888888888,0
2936,F,27,Bouaké,Boutique,Régulier,41,971885.0,23704.51219512195,2024-12-16,15,1.1388888888888888,0
2937,F,18,Gagnoa,Site Web,Nouveau,1,21070.0,21070.0,2023-07-13,537,0.027777777777777776,1
2938,F,41,Abidjan,Boutique,Régulier,36,766394.0,21288.722222222223,2024-12-15,16,1.0,0
2939,F,22,Abidjan,Partenaire,Nouveau,33,1302755.0,39477.42424242424,2024-12-24,7,0.9166666666666666,0
2940,F,39,San-Pédro,Mobile Money,Nouveau,41,1061839.0,25898.51219512195,2024-11-19,42,1.1388888888888888,0
2941,M,49,Abidjan,Partenaire,Régulier,3,39898.0,13299.333333333334,2024-05-01,244,0.08333333333333333,1
2942,F,34,Abidjan,Mobile Money,Nouveau,33,1187504.0,35984.969696969696,2024-12-24,7,0.9166666666666666,0
2944,F,35,Abidjan,Mobile Money,Occasionnel,27,662136.0,24523.555555555555,2024-12-23,8,0.75,0
2945,F,51,Abidjan,Mobile Money,Régulier,35,791858.0,22624.514285714286,2024-12-19,12,0.9722222222222222,0
2946,F,22,Bouaké,Boutique,Régulier,28,904360.0,32298.571428571428,2024-12-16,15,0.7777777777777778,0
2947,F,33,Abidjan,Réseaux sociaux,Nouveau,26,824501.0,31711.576923076922,2024-09-15,107,0.7222222222222222,1
2948,M,41,Bouaké,Réseaux sociaux,Nouveau,39,960421.0,24626.17948717949,2024-11-30,31,1.0833333333333333,0
2949,M,31,Abidjan,Site Web,Occasionnel,37,1233850.0,33347.2972972973,2024-12-28,3,1.0277777777777777,0
2950,M,46,Divo,Mobile Money,Nouveau,26,694947.0,26728.73076923077,2024-10-30,62,0.7222222222222222,0
2951,F,29,Bouaké,Réseaux sociaux,Nouveau,32,1168146.0,36504.5625,2024-12-21,10,0.8888888888888888,0
2952,M,56,Gagnoa,Boutique,Nouveau,32,833459.0,26045.59375,2024-12-24,7,0.8888888888888888,0
2953,F,57,Abidjan,Site Web,Occasionnel,26,847489.0,32595.73076923077,2024-12-20,11,0.7222222222222222,0
2954,M,37,Abidjan,Site Web,Occasionnel,30,572270.0,19075.666666666668,2024-12-26,5,0.8333333333333334,0
2955,F,40,Daloa,Mobile Money,Nouveau,2,40244.0,20122.0,2024-07-13,171,0.05555555555555555,1
2956,F,47,San-Pédro,Boutique,Nouveau,1,9267.0,9267.0,2024-01-06,360,0.027777777777777776,1
2957,F,20,Abidjan,Partenaire,Nouveau,22,405122.0,18414.636363636364,2024-11-21,40,0.6111111111111112,0
2958,F,19,Bouaké,Mobile Money,Nouveau,26,825892.0,31765.076923076922,2024-12-08,23,0.7222222222222222,0
2959,F,47,Yamoussoukro,Site Web,Régulier,3,83250.0,27750.0,2024-12-11,20,0.08333333333333333,0
2960,M,37,Abidjan,Partenaire,Nouveau,4,55859.0,13964.75,2024-07-21,163,0.1111111111111111,1
2961,M,31,Bouaké,Boutique,Nouveau,33,1133793.0,34357.36363636364,2024-12-21,10,0.9166666666666666,1
2962,M,34,Abidjan,Boutique,Fidèle,23,466875.0,20298.91304347826,2024-12-17,14,0.6388888888888888,0
2963,F,18,Abidjan,Boutique,Occasionnel,44,1108982.0,25204.136363636364,2024-12-14,17,1.2222222222222223,0
2964,M,31,Korhogo,Réseaux sociaux,Nouveau,30,970621.0,32354.033333333333,2024-12-14,17,0.8333333333333334,0
2965,F,25,Abidjan,Boutique,Régulier,29,815126.0,28107.793103448275,2024-11-28,33,0.8055555555555556,0
2966,M,44,Daloa,Boutique,Régulier,33,834537.0,25289.0,2024-11-05,56,0.9166666666666666,0
2967,F,44,Yamoussoukro,Mobile Money,Fidèle,34,1324142.0,38945.35294117647,2024-11-16,45,0.9444444444444444,0
2968,F,40,Abengourou,Partenaire,Fidèle,25,1079994.0,43199.76,2024-11-22,39,0.6944444444444444,0
2969,M,38,Abidjan,Réseaux sociaux,Régulier,35,729528.0,20843.657142857144,2024-12-25,6,0.9722222222222222,0
2970,F,18,Abidjan,Site Web,Nouveau,39,1378409.0,35343.820512820515,2024-12-21,10,1.0833333333333333,0
2971,F,40,Abidjan,Partenaire,Occasionnel,41,1203845.0,29362.073170731706,2024-12-14,17,1.1388888888888888,0
2972,M,40,Bouaké,Site Web,Nouveau,27,725085.0,26855.0,2024-10-23,69,0.75,0
2973,F,47,Abidjan,Partenaire,Occasionnel,4,122382.0,30595.5,2023-10-20,438,0.1111111111111111,1
2974,M,57,Yamoussoukro,Mobile Money,Fidèle,39,1246123.0,31951.871794871793,2024-11-23,38,1.0833333333333333,0
2975,F,18,Abidjan,Mobile Money,Nouveau,33,792901.0,24027.303030303032,2024-11-19,42,0.9166666666666666,0
2976,M,29,Abidjan,Réseaux sociaux,Fidèle,31,834188.0,26909.290322580644,2024-12-23,8,0.8611111111111112,0
2977,M,25,Korhogo,Boutique,Occasionnel,42,1123805.0,26757.261904761905,2024-11-20,41,1.1666666666666667,0
2978,M,35,San-Pédro,Boutique,Nouveau,1,14934.0,14934.0,2022-04-27,979,0.027777777777777776,1
2979,M,34,Abidjan,Site Web,Fidèle,7,101675.0,14525.0,2024-11-06,55,0.19444444444444445,1
2980,M,31,Yamoussoukro,Site Web,Occasionnel,43,1289913.0,29997.976744186046,2024-12-06,25,1.1944444444444444,0
2981,M,45,Abidjan,Boutique,Occasionnel,25,817829.0,32713.16,2024-08-24,129,0.6944444444444444,1
2982,F,21,Daloa,Boutique,Occasionnel,29,971959.0,33515.8275862069,2024-12-23,8,0.8055555555555556,0
2983,F,22,Abidjan,Boutique,Nouveau,20,562700.0,28135.0,2024-12-16,15,0.5555555555555556,0
2984,M,22,Abidjan,Mobile Money,Nouveau,30,920946.0,30698.2,2024-11-14,47,0.8333333333333334,0
2985,F,30,Abidjan,Mobile Money,Régulier,27,707621.0,26208.185185185186,2024-12-24,7,0.75,0
2986,F,20,Abidjan,Boutique,Fidèle,30,753947.0,25131.566666666666,2024-11-08,53,0.8333333333333334,0
2987,F,33,Daloa,Site Web,Régulier,36,912436.0,25345.444444444445,2024-11-16,45,1.0,0
2988,M,32,Abidjan,Boutique,Fidèle,1,22489.0,22489.0,2022-08-01,883,0.027777777777777776,1
2989,F,25,Abidjan,Boutique,Fidèle,32,767246.0,23976.4375,2024-12-04,27,0.8888888888888888,0
2990,M,43,Abidjan,Site Web,Nouveau,22,502379.0,22835.409090909092,2024-08-23,130,0.6111111111111112,1
2991,M,33,Abidjan,Mobile Money,Régulier,3,121337.0,40445.666666666664,2023-07-04,546,0.08333333333333333,1
2992,M,45,Yamoussoukro,Boutique,Régulier,31,906702.0,29248.451612903227,2024-12-05,26,0.8611111111111112,0
2993,F,31,Abidjan,Mobile Money,Nouveau,2,29378.0,14689.0,2023-11-13,414,0.05555555555555555,1
2994,M,33,Daloa,Site Web,Occasionnel,26,774982.0,29807.0,2024-10-30,62,0.7222222222222222,0
2995,M,27,San-Pédro,Mobile Money,Régulier,30,765839.0,25527.966666666667,2024-12-13,18,0.8333333333333334,0
2996,F,33,Abidjan,Boutique,VIP,27,719729.0,26656.62962962963,2024-12-18,13,0.75,0
2997,M,41,San-Pédro,Boutique,VIP,25,717998.0,28719.92,2024-12-06,25,0.6944444444444444,0
2998,F,29,Abidjan,Réseaux sociaux,Occasionnel,30,1180455.0,39348.5,2024-10-25,67,0.8333333333333334,0
2999,M,39,Abidjan,Site Web,Régulier,28,838629.0,29951.035714285714,2024-12-23,8,0.7777777777777778,0
3000,F,25,Abidjan,Partenaire,Occasionnel,31,1009399.0,32561.25806451613,2024-08-29,124,0.8611111111111112,1
3001,M,42,Abidjan,Site Web,Fidèle,3,86261.0,28753.666666666668,2023-08-26,493,0.08333333333333333,1
3002,M,27,Abidjan,Boutique,Régulier,27,659473.0,24424.925925925927,2024-12-17,14,0.75,0
3003,F,43,Abidjan,Mobile Money,Fidèle,34,846683.0,24902.441176470587,2024-11-13,48,0.9444444444444444,0
3004,M,34,San-Pédro,Mobile Money,VIP,30,1195883.0,39862.76666666667,2024-12-05,26,0.8333333333333334,0
3005,F,50,Abidjan,Mobile Money,Nouveau,3,73244.0,24414.666666666668,2024-04-12,263,0.08333333333333333,1
3006,M,21,Divo,Mobile Money,VIP,30,715895.0,23863.166666666668,2024-12-18,13,0.8333333333333334,0
3007,M,18,Abidjan,Boutique,Régulier,2,47148.0,23574.0,2024-12-01,30,0.05555555555555555,1
3008,F,27,Bouaké,Site Web,Nouveau,20,876087.0,43804.35,2024-07-17,167,0.5555555555555556,1
3009,F,18,Abidjan,Site Web,Nouveau,31,715128.0,23068.645161290322,2024-12-19,12,0.8611111111111112,0
3010,M,18,Abidjan,Mobile Money,Régulier,26,723924.0,27843.23076923077,2024-10-01,91,0.7222222222222222,1
3011,F,40,Abidjan,Boutique,Nouveau,29,1037935.0,35790.862068965514,2024-12-16,15,0.8055555555555556,0
3012,M,33,Man,Mobile Money,Nouveau,20,541995.0,27099.75,2024-11-19,42,0.5555555555555556,0
3013,M,28,Man,Boutique,Occasionnel,6,152202.0,25367.0,2023-12-02,395,0.16666666666666666,1
3014,M,29,Abidjan,Boutique,Nouveau,25,677982.0,27119.28,2024-09-20,102,0.6944444444444444,1
3015,F,27,Bouaké,Mobile Money,Occasionnel,29,1118447.0,38567.137931034486,2024-08-06,147,0.8055555555555556,1
3016,M,52,Bouaké,Mobile Money,Régulier,30,773859.0,25795.3,2024-10-06,86,0.8333333333333334,0
3017,M,25,Bouaké,Partenaire,Nouveau,29,728695.0,25127.41379310345,2024-11-30,31,0.8055555555555556,0
3018,F,19,Abidjan,Boutique,Régulier,36,990655.0,27518.194444444445,2024-12-17,14,1.0,0
3019,F,42,Yamoussoukro,Boutique,Nouveau,2,37940.0,18970.0,2023-04-09,632,0.05555555555555555,1
3020,F,31,Daloa,Mobile Money,Fidèle,4,57496.0,14374.0,2024-08-15,138,0.1111111111111111,1
3021,F,56,Abidjan,Mobile Money,Occasionnel,31,651505.0,21016.290322580644,2024-12-29,2,0.8611111111111112,0
3022,M,28,Abidjan,Boutique,Régulier,28,599239.0,21401.39285714286,2024-12-01,30,0.7777777777777778,0
3023,F,43,Abidjan,Partenaire,Régulier,29,986649.0,34022.379310344826,2024-11-23,38,0.8055555555555556,0
3024,M,45,Man,Mobile Money,Fidèle,27,809408.0,29978.074074074073,2024-10-10,82,0.75,0
3025,F,28,Abidjan,Mobile Money,Occasionnel,37,1405975.0,37999.32432432433,2024-11-07,54,1.0277777777777777,0
3026,F,25,Abidjan,Partenaire,Occasionnel,32,1084503.0,33890.71875,2024-11-25,36,0.8888888888888888,0
3027,F,42,Abidjan,Boutique,Nouveau,37,1549761.0,41885.43243243243,2024-12-18,13,1.0277777777777777,0
3028,M,40,San-Pédro,Mobile Money,Occasionnel,4,98963.0,24740.75,2024-11-20,41,0.1111111111111111,0
3029,M,18,Yamoussoukro,Site Web,Occasionnel,6,259126.0,43187.666666666664,2024-05-29,216,0.16666666666666666,1
3030,F,21,Abidjan,Boutique,Régulier,24,708954.0,29539.75,2024-12-06,25,0.6666666666666666,0
3031,M,18,Abidjan,Partenaire,Nouveau,3,68017.0,22672.333333333332,2024-03-24,282,0.08333333333333333,1
3032,F,40,Daloa,Mobile Money,Occasionnel,5,100041.0,20008.2,2023-11-27,400,0.1388888888888889,1
3033,F,31,Abidjan,Site Web,Occasionnel,29,838744.0,28922.206896551725,2024-11-05,56,0.8055555555555556,0
3034,F,32,Abidjan,Mobile Money,Occasionnel,3,23945.0,7981.666666666667,2024-02-15,320,0.08333333333333333,1
3035,M,18,Gagnoa,Réseaux sociaux,Régulier,1,26504.0,26504.0,2022-12-06,756,0.027777777777777776,1
3036,M,21,Abidjan,Réseaux sociaux,Occasionnel,33,1144572.0,34684.0,2024-11-11,50,0.9166666666666666,1
3037,M,28,Abidjan,Réseaux sociaux,Occasionnel,2,11808.0,5904.0,2024-07-04,180,0.05555555555555555,1
3038,F,26,Abidjan,Réseaux sociaux,Occasionnel,20,514852.0,25742.6,2024-09-17,105,0.5555555555555556,1
3039,F,35,Daloa,Site Web,Régulier,31,601191.0,19393.25806451613,2024-10-29,63,0.8611111111111112,0
3040,M,40,Daloa,Mobile Money,Régulier,45,1053178.0,23403.955555555556,2024-11-20,41,1.25,0
3041,F,58,Abidjan,Mobile Money,Nouveau,33,814775.0,24690.151515151516,2024-12-21,10,0.9166666666666666,0
3042,M,33,Yamoussoukro,Boutique,Nouveau,26,735012.0,28269.69230769231,2024-12-13,18,0.7222222222222222,0
3043,M,46,Korhogo,Boutique,Régulier,29,695772.0,23992.137931034482,2024-12-08,23,0.8055555555555556,0
3044,F,24,San-Pédro,Mobile Money,Régulier,5,198920.0,39784.0,2024-12-01,30,0.1388888888888889,0
3045,M,18,Abidjan,Site Web,Nouveau,3,43164.0,14388.0,2024-09-10,112,0.08333333333333333,1
3046,M,30,Abidjan,Site Web,Occasionnel,27,815982.0,30221.555555555555,2024-12-18,13,0.75,1
3047,F,18,Korhogo,Partenaire,Nouveau,36,1357393.0,37705.36111111111,2024-12-01,30,1.0,0
3048,M,34,Abidjan,Boutique,Régulier,38,1290152.0,33951.36842105263,2024-12-04,27,1.0555555555555556,0
3049,M,25,Abidjan,Site Web,Nouveau,24,727101.0,30295.875,2024-12-29,2,0.6666666666666666,0
3050,F,18,Abidjan,Site Web,Régulier,31,1186412.0,38271.354838709674,2024-11-06,55,0.8611111111111112,0
3051,M,53,San-Pédro,Partenaire,Régulier,3,38666.0,12888.666666666666,2023-09-07,481,0.08333333333333333,1
3052,F,28,Abidjan,Site Web,Fidèle,29,892273.0,30768.03448275862,2024-10-31,61,0.8055555555555556,0
3053,M,18,Abidjan,Mobile Money,VIP,33,938302.0,28433.39393939394,2024-11-17,44,0.9166666666666666,0
3054,M,43,Bouaké,Mobile Money,Occasionnel,38,824722.0,21703.21052631579,2024-11-16,45,1.0555555555555556,0
3055,M,25,Abidjan,Partenaire,Régulier,21,386144.0,18387.809523809523,2024-12-05,26,0.5833333333333334,0
3056,F,45,Abidjan,Site Web,Régulier,28,650040.0,23215.714285714286,2024-12-08,23,0.7777777777777778,0
3057,M,25,Abidjan,Réseaux sociaux,Fidèle,27,1337778.0,49547.333333333336,2024-12-12,19,0.75,0
3058,F,28,Abidjan,Site Web,Occasionnel,29,703713.0,24265.96551724138,2024-11-21,40,0.8055555555555556,0
3059,F,37,Abengourou,Site Web,Nouveau,2,13581.0,6790.5,2024-03-17,289,0.05555555555555555,1
3060,F,40,Abidjan,Site Web,VIP,24,561167.0,23381.958333333332,2024-12-25,6,0.6666666666666666,0
3061,M,42,San-Pédro,Partenaire,Nouveau,32,779896.0,24371.75,2024-12-28,3,0.8888888888888888,0
3062,F,33,Abidjan,Réseaux sociaux,VIP,26,680826.0,26185.615384615383,2024-12-22,9,0.7222222222222222,0
3063,F,39,Abidjan,Boutique,Nouveau,27,560786.0,20769.85185185185,2024-09-15,107,0.75,1
3064,M,42,Abidjan,Mobile Money,Occasionnel,28,719168.0,25684.571428571428,2024-12-18,13,0.7777777777777778,0
3065,F,36,Abidjan,Mobile Money,VIP,4,96723.0,24180.75,2023-09-08,480,0.1111111111111111,1
3066,F,32,Abidjan,Boutique,Régulier,1,8470.0,8470.0,2024-11-11,50,0.027777777777777776,1
3067,F,18,Abidjan,Réseaux sociaux,Occasionnel,35,968928.0,27683.657142857144,2024-12-22,9,0.9722222222222222,0
3068,F,40,Divo,Réseaux sociaux,Nouveau,22,498129.0,22642.227272727272,2024-10-19,73,0.6111111111111112,0
3069,M,34,Abidjan,Boutique,Nouveau,18,617811.0,34322.833333333336,2024-12-24,7,0.5,0
3070,F,29,Man,Mobile Money,Nouveau,38,1262258.0,33217.31578947369,2024-12-28,3,1.0555555555555556,0
3071,F,48,Abidjan,Boutique,Occasionnel,5,86859.0,17371.8,2024-02-19,316,0.1388888888888889,1
3072,M,18,Abidjan,Réseaux sociaux,Occasionnel,24,661873.0,27578.041666666668,2024-12-13,18,0.6666666666666666,0
3073,M,52,Bouaké,Site Web,Nouveau,31,1315679.0,42441.25806451613,2024-12-16,15,0.8611111111111112,0
3074,M,33,Abidjan,Mobile Money,Occasionnel,28,694428.0,24801.0,2024-08-29,124,0.7777777777777778,1
3075,M,37,Abidjan,Boutique,Fidèle,47,1704409.0,36264.02127659575,2024-12-08,23,1.3055555555555556,0
3076,M,29,Abidjan,Boutique,Fidèle,24,620817.0,25867.375,2024-06-19,195,0.6666666666666666,1
3077,F,18,Abidjan,Boutique,Occasionnel,23,814934.0,35431.913043478264,2024-10-07,85,0.6388888888888888,0
3078,M,32,Daloa,Réseaux sociaux,VIP,5,103369.0,20673.8,2024-06-09,205,0.1388888888888889,1
3079,M,37,Abidjan,Partenaire,Occasionnel,29,913538.0,31501.310344827587,2024-11-08,53,0.8055555555555556,0
3080,F,41,Gagnoa,Mobile Money,Nouveau,7,221410.0,31630.0,2024-06-29,185,0.19444444444444445,1
3081,F,31,Abidjan,Mobile Money,Occasionnel,38,1232227.0,32427.026315789473,2024-12-27,4,1.0555555555555556,0
3082,F,18,Abidjan,Boutique,Fidèle,32,823564.0,25736.375,2024-12-06,25,0.8888888888888888,0
3083,M,18,Abidjan,Mobile Money,Nouveau,32,751018.0,23469.3125,2024-12-09,22,0.8888888888888888,0
3084,M,56,Abidjan,Boutique,Nouveau,24,843597.0,35149.875,2024-11-17,44,0.6666666666666666,0
3085,M,21,Korhogo,Mobile Money,VIP,1,21297.0,21297.0,2023-05-10,601,0.027777777777777776,1
3086,F,49,San-Pédro,Mobile Money,Régulier,2,51830.0,25915.0,2023-07-10,540,0.05555555555555555,1
3087,F,23,Abidjan,Réseaux sociaux,Régulier,27,1126551.0,41724.11111111111,2024-12-13,18,0.75,0
3088,F,31,Abidjan,Mobile Money,Régulier,29,1194036.0,41173.65517241379,2024-12-18,13,0.8055555555555556,0
3089,M,40,San-Pédro,Réseaux sociaux,Régulier,32,1044682.0,32646.3125,2024-10-22,70,0.8888888888888888,0
3090,M,24,Abidjan,Mobile Money,Nouveau,21,517200.0,24628.571428571428,2024-11-21,40,0.5833333333333334,0
3091,M,51,Abidjan,Mobile Money,Régulier,25,667856.0,26714.24,2024-11-14,47,0.6944444444444444,0
3092,M,34,Abidjan,Mobile Money,Nouveau,26,543171.0,20891.19230769231,2024-12-18,13,0.7222222222222222,0
3093,M,39,Abidjan,Mobile Money,Nouveau,35,1181796.0,33765.6,2024-12-22,9,0.9722222222222222,0
3094,M,31,Abidjan,Boutique,VIP,1,83040.0,83040.0,2022-07-29,886,0.027777777777777776,1
3095,F,41,Abidjan,Réseaux sociaux,Nouveau,40,1526090.0,38152.25,2024-12-25,6,1.1111111111111112,0
3096,F,51,Korhogo,Réseaux sociaux,Nouveau,30,774293.0,25809.766666666666,2024-11-16,45,0.8333333333333334,0
3097,F,32,Abidjan,Mobile Money,Nouveau,2,44426.0,22213.0,2024-03-08,298,0.05555555555555555,1
3098,F,53,Korhogo,Mobile Money,Fidèle,33,1069998.0,32424.18181818182,2024-12-24,7,0.9166666666666666,0
3099,F,27,Yamoussoukro,Mobile Money,VIP,32,946811.0,29587.84375,2024-11-26,35,0.8888888888888888,0
3100,F,42,Abidjan,Site Web,Nouveau,27,770058.0,28520.666666666668,2024-12-25,6,0.75,0
3101,M,39,Abidjan,Mobile Money,Occasionnel,30,740620.0,24687.333333333332,2024-12-30,1,0.8333333333333334,0
3102,F,22,Abidjan,Mobile Money,Régulier,30,1051069.0,35035.63333333333,2024-11-30,31,0.8333333333333334,0
3103,M,36,San-Pédro,Réseaux sociaux,Régulier,25,918238.0,36729.52,2024-12-06,25,0.6944444444444444,0
3104,M,34,Abidjan,Réseaux sociaux,Nouveau,48,1094746.0,22807.208333333332,2024-12-06,25,1.3333333333333333,0
3105,M,24,Man,Site Web,Nouveau,35,1261630.0,36046.57142857143,2024-12-22,9,0.9722222222222222,0
3106,M,37,Bouaké,Mobile Money,Occasionnel,31,1034276.0,33363.74193548387,2024-09-07,115,0.8611111111111112,1
3107,F,35,Bouaké,Boutique,Nouveau,25,734268.0,29370.72,2024-12-28,3,0.6944444444444444,1
3108,M,33,Abidjan,Mobile Money,Régulier,2,26185.0,13092.5,2023-08-02,517,0.05555555555555555,1
3109,F,33,Bouaké,Site Web,Nouveau,25,1115555.0,44622.2,2024-12-26,5,0.6944444444444444,0
3110,M,33,Yamoussoukro,Site Web,Fidèle,41,1324800.0,32312.19512195122,2024-12-09,22,1.1388888888888888,0
3111,F,29,Yamoussoukro,Mobile Money,Régulier,26,1231866.0,47379.46153846154,2024-10-16,76,0.7222222222222222,0
3112,F,35,Abidjan,Réseaux sociaux,Régulier,36,1674999.0,46527.75,2024-12-20,11,1.0,0
3113,M,26,Bouaké,Boutique,Régulier,36,1333154.0,37032.055555555555,2024-11-30,31,1.0,0
3114,M,63,Abidjan,Site Web,Nouveau,28,861107.0,30753.821428571428,2024-12-01,30,0.7777777777777778,0
3115,F,18,Bouaké,Mobile Money,Nouveau,27,526766.0,19509.85185185185,2024-11-09,52,0.75,0
3116,M,27,Abidjan,Boutique,Occasionnel,26,658773.0,25337.423076923078,2024-12-15,16,0.7222222222222222,0
3117,F,28,Abidjan,Mobile Money,Régulier,38,835034.0,21974.57894736842,2024-12-11,20,1.0555555555555556,0
3118,M,56,Daloa,Site Web,Fidèle,42,1171223.0,27886.261904761905,2024-12-30,1,1.1666666666666667,1
3119,F,19,Abidjan,Mobile Money,Occasionnel,28,814317.0,29082.75,2024-11-11,50,0.7777777777777778,0
3120,F,38,Bouaké,Mobile Money,Régulier,34,1122910.0,33026.76470588235,2024-12-10,21,0.9444444444444444,0
3121,F,36,Yamoussoukro,Site Web,Nouveau,36,772430.0,21456.38888888889,2024-11-12,49,1.0,0
3122,F,37,Yamoussoukro,Site Web,Nouveau,31,932552.0,30082.322580645163,2024-09-25,97,0.8611111111111112,1
3123,F,47,Daloa,Site Web,Nouveau,24,753569.0,31398.708333333332,2024-10-14,78,0.6666666666666666,1
3124,F,47,Abidjan,Site Web,Fidèle,30,1026131.0,34204.36666666667,2024-12-03,28,0.8333333333333334,0
3125,F,29,Abidjan,Site Web,Occasionnel,33,1248386.0,37829.878787878784,2024-12-26,5,0.9166666666666666,0
3126,F,36,Yamoussoukro,Site Web,Occasionnel,31,994835.0,32091.451612903227,2024-12-21,10,0.8611111111111112,0
3127,M,18,Abidjan,Boutique,Régulier,24,520349.0,21681.208333333332,2024-11-25,36,0.6666666666666666,0
3128,F,35,Abidjan,Mobile Money,Nouveau,31,995034.0,32097.870967741936,2024-12-11,20,0.8611111111111112,0
3129,M,25,Abidjan,Boutique,Nouveau,26,926425.0,35631.730769230766,2024-12-30,1,0.7222222222222222,0
3130,M,31,Abidjan,Mobile Money,Nouveau,40,1325970.0,33149.25,2024-10-21,71,1.1111111111111112,0
3131,F,18,Abengourou,Boutique,Nouveau,38,1176073.0,30949.28947368421,2024-12-05,26,1.0555555555555556,0
3132,M,38,Abidjan,Boutique,Occasionnel,27,712584.0,26392.0,2024-12-10,21,0.75,0
3133,F,18,Abidjan,Mobile Money,Nouveau,27,1065428.0,39460.2962962963,2024-12-11,20,0.75,0
3134,F,35,Man,Site Web,Régulier,28,836428.0,29872.428571428572,2024-12-17,14,0.7777777777777778,0
3135,M,20,Gagnoa,Site Web,Fidèle,31,1085234.0,35007.54838709677,2024-12-28,3,0.8611111111111112,0
3136,M,24,Abidjan,Boutique,Fidèle,3,37326.0,12442.0,2024-09-26,96,0.08333333333333333,1
3137,M,46,Korhogo,Partenaire,Nouveau,2,39753.0,19876.5,2024-02-10,325,0.05555555555555555,1
3138,F,40,Abidjan,Mobile Money,Occasionnel,35,1271414.0,36326.114285714284,2024-12-29,2,0.9722222222222222,0
3139,M,46,Daloa,Mobile Money,Nouveau,30,1209796.0,40326.53333333333,2024-10-13,79,0.8333333333333334,0
3140,F,51,Abidjan,Mobile Money,Nouveau,28,659502.0,23553.64285714286,2024-11-16,45,0.7777777777777778,0
3141,F,25,Abidjan,Boutique,Régulier,50,1494158.0,29883.16,2024-12-06,25,1.3888888888888888,0
3142,F,50,Abidjan,Mobile Money,Occasionnel,22,1031214.0,46873.36363636364,2024-12-25,6,0.6111111111111112,0
3143,M,18,Yamoussoukro,Réseaux sociaux,Régulier,24,555468.0,23144.5,2024-11-22,39,0.6666666666666666,0
3144,F,42,Abidjan,Mobile Money,Fidèle,30,956847.0,31894.9,2024-12-01,30,0.8333333333333334,0
3145,M,28,Abidjan,Boutique,Nouveau,31,740366.0,23882.774193548386,2024-10-28,64,0.8611111111111112,0
3146,M,23,Yamoussoukro,Boutique,Fidèle,35,1091725.0,31192.14285714286,2024-12-17,14,0.9722222222222222,0
3147,M,40,Abidjan,Mobile Money,Nouveau,30,1103270.0,36775.666666666664,2024-12-11,20,0.8333333333333334,1
3148,M,44,Korhogo,Site Web,VIP,4,62390.0,15597.5,2024-06-01,213,0.1111111111111111,1
3149,M,44,Abidjan,Site Web,Régulier,20,555215.0,27760.75,2024-12-06,25,0.5555555555555556,0
3150,F,36,Abidjan,Site Web,Nouveau,28,728307.0,26010.964285714286,2024-11-17,44,0.7777777777777778,0
3151,F,35,Abidjan,Site Web,Occasionnel,32,851453.0,26607.90625,2024-12-26,5,0.8888888888888888,0
3152,M,39,Abidjan,Boutique,Nouveau,21,712390.0,33923.333333333336,2024-11-24,37,0.5833333333333334,0
3153,F,37,Abidjan,Boutique,Régulier,36,1156171.0,32115.86111111111,2024-11-30,31,1.0,0
3154,F,39,Abidjan,Site Web,Nouveau,35,850302.0,24294.342857142856,2024-11-21,40,0.9722222222222222,0
