client_id,genre,age,ville,canal_acquisition,date_inscription,segment_marketing,actif
2428,M,37,Yamoussoukro,Site Web,2024-05-16,Nouveau,1
2429,M,18,Abidjan,Partenaire,2024-07-19,Nouveau,1
2430,M,25,Bouaké,Mobile Money,2023-10-27,Nouveau,1
2431,M,30,Abidjan,Mobile Money,2024-08-08,Régulier,1
2432,M,24,Abidjan,Boutique,2024-05-07,Occasionnel,1
2433,M,51,Abidjan,Site Web,2024-06-02,Nouveau,1
2434,F,34,Daloa,Mobile Money,2023-07-13,VIP,0
2435,M,35,San-Pédro,Mobile Money,2022-04-04,Nouveau,1
2436,M,28,Abidjan,Site Web,2023-02-21,Occasionnel,0
2437,M,33,Abidjan,Boutique,2024-07-16,Fidèle,1
2438,M,20,Abidjan,Mobile Money,2024-03-24,Régulier,0
2439,F,32,Abidjan,Boutique,2022-01-14,Nouveau,1
2440,M,23,Abidjan,Mobile Money,2022-04-13,VIP,0
2441,M,30,Bouaké,Boutique,2023-12-23,Occasionnel,1
2442,F,18,Abidjan,Boutique,2024-12-07,Nouveau,1
2443,F,21,Man,Mobile Money,2024-03-11,Nouveau,1
2444,M,50,Abidjan,Mobile Money,2024-11-04,Fidèle,1
2445,F,43,Abidjan,Réseaux sociaux,2022-03-14,Nouveau,0
2446,M,48,Abidjan,Réseaux sociaux,2024-08-22,Régulier,1
2447,F,49,Bouaké,Mobile Money,2022-05-21,Nouveau,1
2448,F,41,Abidjan,Site Web,2024-08-26,Nouveau,1
2449,M,29,Abidjan,Mobile Money,2024-12-02,Fidèle,1
2450,M,22,Abidjan,Réseaux sociaux,2023-07-14,VIP,0
2451,M,46,Daloa,Réseaux sociaux,2023-08-07,Nouveau,0
2452,M,34,Divo,Site Web,2023-06-30,Nouveau,1
2453,M,61,Abidjan,Site Web,2023-08-29,Régulier,1
2454,M,29,Abidjan,Boutique,2024-06-16,Occasionnel,1
2455,M,55,Abidjan,Mobile Money,2022-11-05,Occasionnel,1
2456,M,32,Abidjan,Boutique,2022-11-07,Nouveau,0
2457,M,48,Abengourou,Mobile Money,2024-11-26,Fidèle,1
2458,F,52,Abidjan,Site Web,2024-07-19,Nouveau,1
2459,F,22,Yamoussoukro,Boutique,2023-08-15,Nouveau,1
2460,M,28,Man,Mobile Money,2022-08-08,Nouveau,1
2461,M,22,Bouaké,Boutique,2024-11-12,Nouveau,1
2462,M,20,Abidjan,Site Web,2024-08-20,Occasionnel,1
2463,F,41,Bouaké,Boutique,2022-12-26,Nouveau,1
2464,M,31,Abidjan,Boutique,2023-08-16,Régulier,0
2465,F,34,Abidjan,Réseaux sociaux,2023-04-05,Occasionnel,1
2466,M,40,Gagnoa,Mobile Money,2024-07-12,Nouveau,0
2467,M,18,Abidjan,Site Web,2024-01-23,Fidèle,1
2468,M,48,Abidjan,Boutique,2023-06-24,Occasionnel,1
2469,M,30,Abidjan,Mobile Money,2024-11-25,Nouveau,1
2470,F,39,Abidjan,Partenaire,2023-10-29,Nouveau,1
2471,F,40,Bouaké,Boutique,2023-06-15,Occasionnel,0
2472,M,49,Daloa,Mobile Money,2024-10-11,Régulier,1
2473,M,32,Bouaké,Mobile Money,2023-05-08,Régulier,1
2474,F,18,Abidjan,Partenaire,2023-04-03,Régulier,1
2475,F,34,Abidjan,Réseaux sociaux,2023-03-02,Nouveau,1
2476,F,36,Abidjan,Mobile Money,2022-08-30,VIP,1
2477,F,22,Abidjan,Boutique,2022-11-02,Nouveau,1
2478,F,35,Daloa,Mobile Money,2022-04-10,Nouveau,1
2479,F,30,Bouaké,Site Web,2024-03-08,Occasionnel,1
2480,M,19,Korhogo,Boutique,2023-10-09,Nouveau,1
2481,F,41,Daloa,Mobile Money,2024-10-18,Occasionnel,1
2482,F,27,Abidjan,Boutique,2023-11-01,Nouveau,1
2483,F,29,Bouaké,Réseaux sociaux,2022-03-30,Régulier,1
2484,F,28,Daloa,Boutique,2023-11-11,Régulier,0
2485,M,47,Divo,Mobile Money,2022-07-11,Régulier,1
2486,F,33,Abidjan,Partenaire,2022-02-10,Occasionnel,1
2487,M,34,Bouaké,Mobile Money,2023-12-27,Nouveau,1
2488,M,29,Abidjan,Boutique,2022-01-31,Fidèle,1
2489,F,39,Daloa,Boutique,2023-03-24,Occasionnel,1
2490,M,48,Man,Mobile Money,2024-09-07,Occasionnel,1
2491,M,41,Man,Mobile Money,2022-10-08,Nouveau,1
2492,F,41,Abidjan,Mobile Money,2024-02-01,Nouveau,0
2493,F,40,Abidjan,Mobile Money,2023-02-17,Occasionnel,0
2494,M,18,Daloa,Boutique,2022-05-05,Régulier,1
2495,M,24,Bouaké,Réseaux sociaux,2022-08-04,Fidèle,1
2496,M,31,Korhogo,Mobile Money,2022-03-23,VIP,0
2497,M,26,Abidjan,Site Web,2022-06-15,Occasionnel,1
2498,F,22,San-Pédro,Boutique,2022-06-27,Occasionnel,0
2499,M,18,Yamoussoukro,Mobile Money,2024-08-25,Régulier,1
2500,F,19,Abidjan,Boutique,2024-06-02,Nouveau,0
2501,F,31,Abidjan,Mobile Money,2023-01-22,Occasionnel,1
2502,M,33,Yamoussoukro,Site Web,2024-03-02,Régulier,1
2503,M,25,Abidjan,Boutique,2022-08-12,Nouveau,1
2504,M,34,Daloa,Site Web,2023-12-01,Nouveau,1
2505,F,29,Bouaké,Réseaux sociaux,2022-08-10,Occasionnel,1
2506,F,45,Abidjan,Mobile Money,2023-12-03,Occasionnel,1
2507,M,32,Abidjan,Partenaire,2023-01-27,Nouveau,1
2508,M,41,Abengourou,Mobile Money,2024-07-29,Nouveau,0
2509,M,36,Yamoussoukro,Mobile Money,2024-07-03,Nouveau,0
2510,M,18,Daloa,Mobile Money,2023-01-01,Régulier,0
2511,F,33,Daloa,Réseaux sociaux,2022-02-15,Fidèle,0
2512,F,20,Bouaké,Site Web,2022-12-19,Fidèle,0
2513,F,32,Man,Partenaire,2022-11-05,Fidèle,0
2514,F,25,Bouaké,Site Web,2023-04-11,Nouveau,1
2515,F,38,Abidjan,Boutique,2023-09-21,Nouveau,1
2516,M,19,Abidjan,Réseaux sociaux,2024-12-19,Occasionnel,0
2517,F,34,Abidjan,Partenaire,2022-03-10,Occasionnel,1
2518,F,40,Daloa,Site Web,2023-08-31,Régulier,1
2519,M,43,Abidjan,Boutique,2022-07-07,Nouveau,1
2520,F,25,Yamoussoukro,Réseaux sociaux,2023-08-22,Fidèle,1
2521,F,34,Divo,Mobile Money,2023-11-29,Nouveau,1
2522,M,36,Abidjan,Réseaux sociaux,2024-06-05,Occasionnel,1
2523,F,51,Abidjan,Partenaire,2023-09-06,Fidèle,1
2524,M,18,Yamoussoukro,Site Web,2022-07-14,Occasionnel,1
2525,M,23,Abidjan,Mobile Money,2024-09-27,Régulier,1
2526,F,64,Daloa,Mobile Money,2023-03-20,Régulier,1
2527,M,30,Abidjan,Partenaire,2023-06-10,Régulier,1
2528,M,18,Abidjan,Réseaux sociaux,2023-12-04,Régulier,1
2529,M,27,Bouaké,Site Web,2022-10-18,Occasionnel,1
2530,M,18,Abidjan,Partenaire,2024-12-17,Occasionnel,0
2531,M,36,Abidjan,Boutique,2022-02-18,Régulier,1
2532,M,42,Abidjan,Réseaux sociaux,2022-06-19,Occasionnel,0
2533,M,23,Abidjan,Mobile Money,2024-12-20,Régulier,0
2534,F,28,Korhogo,Mobile Money,2023-05-10,Occasionnel,0
2535,M,44,Abidjan,Boutique,2024-09-05,Nouveau,1
2536,M,18,Abidjan,Mobile Money,2024-09-18,Occasionnel,1
2537,M,19,Abidjan,Boutique,2024-12-20,VIP,1
2538,F,31,Abidjan,Site Web,2024-03-05,Nouveau,1
2539,F,25,Abidjan,Mobile Money,2024-01-19,Nouveau,1
2540,F,30,Daloa,Site Web,2023-11-04,Nouveau,1
2541,F,20,Abidjan,Mobile Money,2024-01-19,Occasionnel,1
2542,F,36,Yamoussoukro,Réseaux sociaux,2022-10-09,Nouveau,1
2543,F,32,Abidjan,Mobile Money,2024-06-11,Régulier,1
2544,F,40,Abidjan,Site Web,2022-07-24,Nouveau,1
2545,M,36,Abidjan,Boutique,2023-06-10,Nouveau,1
2546,F,36,Daloa,Boutique,2023-02-14,Nouveau,1
2547,M,18,Divo,Mobile Money,2024-04-13,Nouveau,1
2548,F,39,Abidjan,Mobile Money,2022-10-07,Régulier,0
2549,F,30,Divo,Boutique,2022-08-15,Fidèle,1
2550,F,32,Abidjan,Mobile Money,2024-06-04,Régulier,0
2551,M,45,Bouaké,Mobile Money,2023-06-18,Fidèle,1
2552,F,26,Yamoussoukro,Site Web,2024-02-29,Nouveau,1
2553,M,48,Abidjan,Mobile Money,2024-08-20,Fidèle,1
2554,M,49,Abidjan,Mobile Money,2024-07-03,Occasionnel,1
2555,F,42,Abidjan,Boutique,2023-03-14,Régulier,1
2556,M,23,Yamoussoukro,Boutique,2022-07-07,Régulier,1
2557,F,18,Abidjan,Boutique,2024-11-17,Nouveau,1
2558,F,45,Korhogo,Site Web,2022-12-06,Nouveau,1
2559,F,35,Abidjan,Boutique,2024-04-22,Nouveau,1
2560,F,25,Man,Boutique,2024-04-21,Occasionnel,0
2561,M,46,Abidjan,Boutique,2023-04-30,Occasionnel,1
2562,M,24,Bouaké,Mobile Money,2022-06-29,VIP,1
2563,M,29,Abidjan,Site Web,2023-06-01,Nouveau,1
2564,F,39,Abidjan,Mobile Money,2022-06-09,Occasionnel,1
2565,M,21,Abidjan,Réseaux sociaux,2023-01-21,Occasionnel,0
2566,F,32,Yamoussoukro,Boutique,2023-02-24,Nouveau,1
2567,F,45,Abidjan,Site Web,2023-07-22,Nouveau,1
2568,F,36,Bouaké,Boutique,2022-07-24,Occasionnel,1
2569,M,47,Gagnoa,Partenaire,2024-07-15,Occasionnel,1
2570,M,46,Abidjan,Boutique,2022-03-28,Nouveau,1
2571,F,34,Abidjan,Boutique,2024-12-15,Nouveau,1
2572,M,18,Abidjan,Réseaux sociaux,2022-12-09,Nouveau,0
2573,M,21,Abidjan,Site Web,2023-06-21,Fidèle,1
2574,M,42,Abidjan,Boutique,2024-08-16,Régulier,1
2575,M,18,Daloa,Mobile Money,2023-12-18,Nouveau,1
2576,M,30,Abidjan,Mobile Money,2022-03-03,Régulier,1
2577,M,37,Abidjan,Réseaux sociaux,2023-10-24,Fidèle,1
2578,M,50,Bouaké,Mobile Money,2023-09-12,Nouveau,0
2579,F,27,Abidjan,Mobile Money,2024-10-18,Nouveau,1
2580,M,26,Bouaké,Mobile Money,2023-09-09,Nouveau,1
2581,F,33,Man,Partenaire,2024-12-22,Nouveau,0
2582,M,37,Abidjan,Boutique,2023-08-05,Régulier,0
2583,F,32,Abidjan,Boutique,2022-07-30,Régulier,1
2584,F,45,San-Pédro,Réseaux sociaux,2023-07-08,Occasionnel,0
2585,F,25,Yamoussoukro,Boutique,2024-10-01,Nouveau,1
2586,F,35,Daloa,Site Web,2022-01-19,Régulier,0
2587,F,38,Daloa,Site Web,2023-03-13,Nouveau,1
2588,F,29,Abidjan,Boutique,2022-02-21,Nouveau,1
2589,F,43,Abidjan,Site Web,2024-07-10,Nouveau,0
2590,F,35,Yamoussoukro,Partenaire,2023-07-14,Fidèle,1
2591,M,42,Yamoussoukro,Mobile Money,2024-02-24,Régulier,0
2592,M,36,Yamoussoukro,Mobile Money,2024-11-26,Régulier,1
2593,M,38,Abidjan,Réseaux sociaux,2024-06-30,Régulier,1
2594,F,27,San-Pédro,Boutique,2023-03-23,Nouveau,1
2595,F,27,Abidjan,Boutique,2024-10-20,Occasionnel,1
2596,M,47,Abidjan,Mobile Money,2023-06-02,Régulier,1
2597,F,40,Abidjan,Réseaux sociaux,2024-12-07,Fidèle,1
2598,F,22,Abidjan,Site Web,2024-12-11,Occasionnel,1
2599,M,35,Yamoussoukro,Partenaire,2022-08-31,Nouveau,1
2600,M,18,Abidjan,Boutique,2024-05-03,VIP,1
2601,F,27,Yamoussoukro,Partenaire,2024-02-04,Occasionnel,1
2602,M,44,Abidjan,Boutique,2024-04-23,Nouveau,1
2603,F,32,Abidjan,Site Web,2022-07-03,Nouveau,0
2604,M,35,Abidjan,Site Web,2023-07-07,Nouveau,1
2605,F,18,Abidjan,Boutique,2022-06-15,Régulier,1
2606,F,29,Daloa,Boutique,2024-09-10,Régulier,1
2607,M,37,Abidjan,Mobile Money,2024-08-14,Nouveau,1
2608,F,39,Abidjan,Boutique,2023-09-29,Nouveau,1
2609,M,44,Abidjan,Site Web,2022-05-23,Occasionnel,1
2610,F,31,Abidjan,Mobile Money,2023-12-21,Occasionnel,0
2611,M,32,Abidjan,Site Web,2023-04-27,Nouveau,0
2612,M,19,Gagnoa,Mobile Money,2024-05-12,Nouveau,1
2613,F,31,Abidjan,Mobile Money,2022-04-19,Fidèle,1
2614,M,20,Abidjan,Site Web,2023-03-22,VIP,1
2615,F,18,Korhogo,Mobile Money,2023-01-31,Occasionnel,1
2616,F,22,Yamoussoukro,Partenaire,2024-11-09,Régulier,1
2617,F,50,Abidjan,Partenaire,2022-11-23,Fidèle,1
2618,M,31,Bouaké,Boutique,2024-12-17,Nouveau,1
2619,M,36,Man,Boutique,2024-10-06,Fidèle,0
2620,M,28,Abidjan,Mobile Money,2023-10-05,Occasionnel,1
2621,M,18,Abidjan,Site Web,2022-07-11,Occasionnel,1
2622,M,44,Korhogo,Mobile Money,2022-09-01,Occasionnel,1
2623,F,18,Daloa,Partenaire,2022-01-19,Nouveau,0
2624,M,27,Abengourou,Partenaire,2024-04-28,Régulier,1
2625,M,33,Abidjan,Mobile Money,2024-03-05,Régulier,0
2626,F,36,Divo,Site Web,2022-12-19,Nouveau,0
2627,M,26,Abidjan,Boutique,2024-03-11,Occasionnel,1
2628,F,18,Yamoussoukro,Boutique,2023-09-24,VIP,1
2629,F,25,Korhogo,Mobile Money,2024-06-13,Fidèle,1
2630,F,25,Abidjan,Site Web,2022-04-05,Régulier,1
2631,F,25,Abidjan,Mobile Money,2022-08-06,Nouveau,1
2632,F,44,Bouaké,Réseaux sociaux,2024-06-03,Nouveau,0
2633,M,20,San-Pédro,Boutique,2023-02-09,Nouveau,0
2634,M,37,Abidjan,Site Web,2024-11-16,Fidèle,1
2635,M,35,San-Pédro,Partenaire,2024-08-22,Régulier,1
2636,F,44,Abidjan,Site Web,2022-04-14,Fidèle,1
2637,F,32,Abidjan,Boutique,2023-03-18,Nouveau,1
2638,F,42,Abidjan,Boutique,2024-03-12,VIP,1
2639,M,32,Man,Boutique,2022-05-30,VIP,0
2640,F,38,Abidjan,Boutique,2024-07-31,Régulier,1
2641,M,18,Bouaké,Partenaire,2022-04-18,Fidèle,1
2642,M,18,Abidjan,Mobile Money,2022-04-30,Occasionnel,1
2643,M,38,Man,Boutique,2023-08-19,Nouveau,1
2644,M,38,Daloa,Site Web,2022-09-28,Nouveau,0
2645,F,39,Abidjan,Boutique,2023-12-01,Nouveau,0
2646,M,28,Abidjan,Réseaux sociaux,2023-03-06,Nouveau,1
2647,M,50,Abidjan,Mobile Money,2022-10-24,Régulier,1
2648,M,28,Abidjan,Mobile Money,2024-07-05,Nouveau,0
2649,M,38,San-Pédro,Site Web,2022-06-24,Nouveau,1
2650,M,40,Bouaké,Boutique,2023-06-25,Nouveau,1
2651,M,52,Abidjan,Partenaire,2022-07-04,Régulier,0
2652,F,30,Yamoussoukro,Boutique,2022-05-30,Fidèle,1
2653,M,26,Abidjan,Mobile Money,2022-08-13,Occasionnel,1
2654,M,18,Abidjan,Mobile Money,2022-10-08,Régulier,1
2655,F,51,Abidjan,Boutique,2023-03-28,VIP,1
2656,M,38,Abidjan,Boutique,2023-05-27,Régulier,0
2657,F,38,Bouaké,Mobile Money,2022-06-01,Régulier,1
2658,M,68,Abidjan,Boutique,2022-02-12,Régulier,1
2659,F,37,Bouaké,Réseaux sociaux,2022-04-14,VIP,1
2660,F,19,Abidjan,Boutique,2023-11-22,Nouveau,0
2661,M,31,Yamoussoukro,Site Web,2024-12-02,Régulier,1
2662,F,23,Abidjan,Mobile Money,2022-01-28,Occasionnel,1
2663,F,29,Abidjan,Réseaux sociaux,2022-02-08,Nouveau,1
2664,F,29,Abidjan,Mobile Money,2024-05-05,Régulier,1
2665,F,27,Abidjan,Boutique,2024-03-04,Fidèle,1
2666,M,18,Abidjan,Mobile Money,2024-03-14,Fidèle,1
2667,M,51,Abidjan,Mobile Money,2022-07-09,Fidèle,1
2668,F,37,Daloa,Mobile Money,2024-08-05,Régulier,1
2669,M,31,Abidjan,Mobile Money,2023-11-14,Occasionnel,1
2670,F,42,Daloa,Réseaux sociaux,2022-06-22,Fidèle,1
2671,M,39,Bouaké,Mobile Money,2022-05-07,Nouveau,0
2672,F,37,Abidjan,Partenaire,2023-10-22,Nouveau,1
2673,F,41,Bouaké,Boutique,2024-05-03,Occasionnel,1
2674,F,35,Abidjan,Mobile Money,2024-05-05,Occasionnel,1
2675,M,41,Yamoussoukro,Boutique,2023-10-06,Régulier,1
2676,F,42,Daloa,Mobile Money,2023-07-19,Régulier,1
2677,F,35,Daloa,Réseaux sociaux,2024-02-01,Nouveau,1
2678,M,31,Abidjan,Mobile Money,2022-05-24,Régulier,1
2679,M,50,Yamoussoukro,Réseaux sociaux,2023-02-04,Régulier,1
2680,F,28,Abidjan,Mobile Money,2022-04-19,VIP,1
2681,M,38,Abidjan,Mobile Money,2024-07-07,Nouveau,1
2682,M,38,Abidjan,Mobile Money,2023-10-26,Régulier,1
2683,F,27,Abidjan,Site Web,2024-05-01,Régulier,0
2684,M,25,Bouaké,Boutique,2023-06-29,Occasionnel,1
2685,F,30,Korhogo,Partenaire,2024-10-15,Nouveau,1
2686,M,28,Abidjan,Boutique,2024-10-14,Nouveau,1
2687,F,18,Bouaké,Mobile Money,2023-11-06,Nouveau,0
2688,M,26,Bouaké,Site Web,2024-07-02,Occasionnel,1
2689,F,36,Man,Boutique,2023-12-24,Régulier,0
2690,F,47,Yamoussoukro,Réseaux sociaux,2024-03-03,Occasionnel,1
2691,M,40,Abidjan,Boutique,2022-09-28,Régulier,1
2692,F,18,Abidjan,Site Web,2024-12-11,Nouveau,1
2693,M,41,Bouaké,Mobile Money,2022-07-21,Nouveau,1
2694,M,27,Abidjan,Partenaire,2024-01-31,Régulier,1
2695,M,38,Man,Mobile Money,2023-10-27,Régulier,0
2696,F,33,Man,Réseaux sociaux,2022-04-12,Régulier,0
2697,M,31,Divo,Mobile Money,2024-04-28,Régulier,1
2698,F,32,Abidjan,Site Web,2022-03-26,VIP,1
2699,F,33,Yamoussoukro,Réseaux sociaux,2023-07-12,Fidèle,1
2700,M,48,Yamoussoukro,Réseaux sociaux,2024-06-12,Régulier,1
2701,M,33,Abidjan,Boutique,2022-05-18,Nouveau,1
2702,M,45,Abidjan,Boutique,2023-01-30,Nouveau,1
2703,F,44,Abidjan,Réseaux sociaux,2023-07-11,Régulier,1
2704,M,41,Abidjan,Boutique,2024-10-09,Occasionnel,0
2705,M,18,Divo,Site Web,2023-02-23,Nouveau,1
2706,F,46,San-Pédro,Mobile Money,2022-05-10,Nouveau,1
2707,M,28,Abidjan,Boutique,2022-05-24,Fidèle,0
2708,F,41,Abidjan,Boutique,2022-08-06,Nouveau,1
2709,F,23,Abidjan,Site Web,2024-08-06,Régulier,1
2710,M,20,Abidjan,Mobile Money,2024-04-26,Fidèle,0
2711,M,55,Abidjan,Boutique,2023-04-03,Régulier,1
2712,F,23,Bouaké,Réseaux sociaux,2024-07-16,Nouveau,1
2713,F,46,Yamoussoukro,Boutique,2024-10-02,Fidèle,1
2714,F,35,San-Pédro,Réseaux sociaux,2024-08-07,Régulier,1
2715,M,29,Korhogo,Mobile Money,2022-01-05,Nouveau,1
2716,F,33,Abidjan,Boutique,2022-04-19,Régulier,1
2717,F,19,Daloa,Boutique,2024-03-05,Nouveau,1
2718,M,33,Abidjan,Boutique,2023-02-23,Régulier,0
2719,F,22,Abidjan,Site Web,2022-06-23,Fidèle,1
2720,M,29,Abidjan,Mobile Money,2023-12-09,Occasionnel,1
2721,F,44,Abidjan,Boutique,2023-01-25,VIP,1
2722,M,36,Abidjan,Mobile Money,2024-10-03,Occasionnel,1
2723,F,18,Abidjan,Site Web,2023-09-24,Fidèle,1
2724,F,43,Abidjan,Réseaux sociaux,2022-09-19,Régulier,0
2725,F,33,Man,Mobile Money,2024-10-20,Nouveau,0
2726,M,28,Abidjan,Boutique,2023-10-20,Fidèle,0
2727,M,42,Abidjan,Boutique,2022-11-21,Fidèle,1
2728,F,32,Abengourou,Site Web,2022-06-07,Occasionnel,1
2729,F,21,Bouaké,Mobile Money,2023-08-31,Régulier,0
2730,M,54,Abidjan,Boutique,2024-03-29,Nouveau,1
2731,F,33,Man,Site Web,2024-07-04,Nouveau,1
2732,F,33,Abidjan,Boutique,2022-05-20,Nouveau,1
2733,M,29,Abidjan,Site Web,2023-04-19,Occasionnel,0
2734,F,46,Abidjan,Boutique,2024-12-30,Nouveau,1
2735,F,28,Abidjan,Partenaire,2023-12-25,Nouveau,0
2736,F,18,Daloa,Mobile Money,2022-04-12,VIP,0
2737,F,26,Abidjan,Mobile Money,2024-10-01,Occasionnel,1
2738,M,48,Bouaké,Boutique,2024-01-21,Fidèle,1
2739,M,43,Yamoussoukro,Boutique,2023-05-19,Nouveau,1
2740,M,31,Gagnoa,Site Web,2024-04-30,Nouveau,1
2741,F,49,Abidjan,Mobile Money,2023-12-12,Régulier,1
2742,M,42,Abidjan,Mobile Money,2022-10-10,Nouveau,1
2743,F,31,Man,Site Web,2024-05-22,Occasionnel,1
2744,M,32,Bouaké,Mobile Money,2022-10-07,VIP,1
2745,F,37,Abidjan,Site Web,2022-09-08,Nouveau,1
2746,M,24,Abidjan,Site Web,2023-10-15,Occasionnel,1
2747,F,34,Daloa,Mobile Money,2022-01-21,Régulier,1
2748,F,37,Bouaké,Site Web,2023-11-22,Nouveau,0
2749,F,18,Bouaké,Réseaux sociaux,2023-08-26,Régulier,1
2750,F,31,Korhogo,Réseaux sociaux,2024-02-28,Occasionnel,1
2751,F,30,Abidjan,Mobile Money,2022-06-24,Nouveau,1
2752,M,45,Abidjan,Boutique,2023-09-28,Occasionnel,1
2753,M,18,Bouaké,Réseaux sociaux,2023-04-29,Occasionnel,1
2754,F,29,Korhogo,Boutique,2022-07-11,Régulier,1
2755,M,28,Abidjan,Mobile Money,2023-05-10,Fidèle,1
2756,M,44,Yamoussoukro,Mobile Money,2024-10-08,Régulier,1
2757,M,33,Abidjan,Site Web,2024-06-21,Occasionnel,0
2758,M,53,Abidjan,Site Web,2022-07-02,VIP,1
2759,M,41,Korhogo,Réseaux sociaux,2024-07-16,Régulier,1
2760,M,29,Abidjan,Réseaux sociaux,2023-09-11,Nouveau,1
2761,M,36,Abidjan,Mobile Money,2022-02-21,Nouveau,1
2762,M,30,Daloa,Site Web,2024-10-04,Nouveau,0
2763,F,43,Abidjan,Mobile Money,2023-07-30,Nouveau,1
2764,F,19,Abidjan,Mobile Money,2024-09-26,Occasionnel,1
2765,F,24,Daloa,Mobile Money,2022-04-18,Nouveau,1
2766,M,39,Abidjan,Partenaire,2022-07-03,VIP,0
2767,F,47,Yamoussoukro,Mobile Money,2024-09-14,Occasionnel,1
2768,M,18,Abidjan,Boutique,2022-09-19,Nouveau,0
2769,M,49,Abidjan,Boutique,2023-08-25,VIP,1
2770,M,32,Yamoussoukro,Mobile Money,2023-10-22,Occasionnel,0
2771,F,18,Abidjan,Boutique,2024-11-04,Nouveau,0
2772,M,18,Korhogo,Mobile Money,2023-01-05,Nouveau,1
2773,M,18,Man,Boutique,2024-04-05,Régulier,0
2774,F,33,San-Pédro,Boutique,2024-03-11,Occasionnel,0
2775,M,33,Abidjan,Réseaux sociaux,2024-02-07,Régulier,0
2776,F,40,Abidjan,Site Web,2023-07-27,Fidèle,1
2777,M,27,Korhogo,Réseaux sociaux,2022-03-19,Régulier,1
2778,F,21,Abidjan,Boutique,2022-10-19,Fidèle,1
2779,F,29,Yamoussoukro,Mobile Money,2023-09-07,Régulier,1
2780,F,34,San-Pédro,Boutique,2023-03-27,Régulier,1
2781,F,36,Abidjan,Partenaire,2022-07-22,Nouveau,1
2782,F,25,Abidjan,Mobile Money,2024-01-27,Occasionnel,0
2783,M,43,Bouaké,Mobile Money,2023-05-21,Occasionnel,1
2784,F,27,Bouaké,Partenaire,2024-05-09,Occasionnel,1
2785,F,24,Abidjan,Partenaire,2023-08-24,Occasionnel,1
2786,M,28,Bouaké,Mobile Money,2023-02-09,Régulier,1
2787,M,45,Daloa,Site Web,2022-04-30,Occasionnel,1
2788,M,32,Abidjan,Boutique,2022-04-25,Occasionnel,1
2789,M,26,Abidjan,Boutique,2023-07-10,Occasionnel,1
2790,F,44,Yamoussoukro,Boutique,2023-01-22,Fidèle,0
2791,M,57,Daloa,Partenaire,2024-02-26,Occasionnel,1
2792,F,36,Divo,Mobile Money,2023-11-22,Régulier,1
2793,M,47,Abidjan,Site Web,2022-11-08,Régulier,1
2794,M,45,Korhogo,Mobile Money,2024-04-12,Occasionnel,1
2795,M,27,Daloa,Site Web,2023-09-12,Régulier,1
2796,M,34,Yamoussoukro,Site Web,2024-08-21,Fidèle,0
2797,M,19,Abidjan,Site Web,2024-11-09,Régulier,1
2798,F,31,Abidjan,Partenaire,2024-11-19,Fidèle,1
2799,M,27,Abidjan,Site Web,2022-05-19,Occasionnel,1
2800,M,29,Abidjan,Site Web,2023-08-03,Fidèle,1
2801,M,25,Abidjan,Mobile Money,2022-02-01,Fidèle,1
2802,F,30,Man,Partenaire,2024-08-21,Régulier,1
2803,F,39,Abidjan,Boutique,2024-02-09,Fidèle,1
2804,M,32,Man,Boutique,2022-10-14,Régulier,1
2805,F,18,Abidjan,Boutique,2023-10-27,Occasionnel,1
2806,F,25,San-Pédro,Boutique,2023-09-05,Occasionnel,1
2807,F,18,Abidjan,Boutique,2023-08-18,Occasionnel,1
2808,M,36,Bouaké,Boutique,2023-08-14,Régulier,1
2809,F,39,Bouaké,Mobile Money,2024-12-13,Nouveau,1
2810,F,36,Man,Partenaire,2024-04-21,Régulier,0
2811,F,25,Abidjan,Partenaire,2023-03-17,Occasionnel,1
2812,M,36,Abidjan,Boutique,2024-04-26,Occasionnel,1
2813,M,28,Divo,Partenaire,2022-06-04,Nouveau,1
2814,F,21,Abidjan,Boutique,2022-11-09,Nouveau,1
2815,F,42,Bouaké,Boutique,2022-05-09,Régulier,0
2816,M,42,Abidjan,Réseaux sociaux,2024-08-28,Occasionnel,1
2817,F,44,Abidjan,Site Web,2022-01-27,Nouveau,0
2818,M,27,Bouaké,Site Web,2024-09-03,Nouveau,1
2819,F,46,Bouaké,Boutique,2024-06-30,Occasionnel,1
2820,M,28,Bouaké,Boutique,2024-11-04,Nouveau,1
2821,F,41,Abidjan,Mobile Money,2024-04-18,Nouveau,1
2822,M,28,Daloa,Partenaire,2023-05-17,Régulier,1
2823,F,31,Abengourou,Mobile Money,2024-06-07,Régulier,1
2824,M,18,Abidjan,Boutique,2024-12-17,VIP,1
2825,M,30,Abidjan,Mobile Money,2024-09-04,Nouveau,0
2826,M,35,Abidjan,Site Web,2024-05-09,Nouveau,1
2827,F,29,Daloa,Boutique,2024-04-19,Nouveau,1
2828,F,53,Abidjan,Site Web,2023-12-17,Régulier,0
2829,M,21,Yamoussoukro,Boutique,2024-09-03,Nouveau,1
2830,M,27,Abidjan,Mobile Money,2023-04-19,Nouveau,1
2831,F,24,Bouaké,Mobile Money,2023-07-03,Occasionnel,1
2832,F,27,San-Pédro,Mobile Money,2024-07-11,Occasionnel,1
2833,F,45,Abidjan,Site Web,2022-10-15,Occasionnel,0
2834,M,50,Abidjan,Réseaux sociaux,2024-04-16,Régulier,0
2835,M,26,Abidjan,Boutique,2022-05-01,Fidèle,1
