client_key,client_id_nk,genre,age,tranche_age,ville,canal_acquisition,segment_marketing,date_inscription,statut
2215,2215,M,27,26-35,Bouaké,Réseaux sociaux,Nouveau,2022-04-13,Actif
2216,2216,F,37,36-45,Abidjan,Boutique,Nouveau,2023-03-25,Inactif
2217,2217,F,47,46-55,Abidjan,Mobile Money,Nouveau,2023-04-24,Actif
2218,2218,M,19,18-25,Bouaké,Mobile Money,Fidèle,2022-03-16,Inactif
2219,2219,M,33,26-35,Abidjan,Boutique,Nouveau,2022-12-11,Actif
2220,2220,F,32,26-35,Bouaké,Mobile Money,Nouveau,2022-11-03,Inactif
2221,2221,F,38,36-45,Yamoussoukro,Mobile Money,Régulier,2023-05-14,Actif
2222,2222,F,47,46-55,Abidjan,Réseaux sociaux,Nouveau,2022-07-01,Actif
2223,2223,F,19,18-25,Abidjan,Mobile Money,Nouveau,2022-10-23,Inactif
2224,2224,F,40,36-45,Abidjan,Réseaux sociaux,Régulier,2024-11-15,Actif
2225,2225,M,45,36-45,Abidjan,Partenaire,Nouveau,2022-06-06,Actif
2226,2226,F,31,26-35,Abidjan,Site Web,Fidèle,2024-06-14,Actif
2227,2227,M,32,26-35,Yamoussoukro,Site Web,Occasionnel,2023-08-18,Inactif
2228,2228,F,38,36-45,Bouaké,Mobile Money,Nouveau,2022-03-27,Actif
2229,2229,F,37,36-45,Abidjan,Boutique,Occasionnel,2023-03-15,Actif
2230,2230,M,40,36-45,Divo,Boutique,Nouveau,2023-07-17,Actif
2231,2231,F,40,36-45,Abidjan,Mobile Money,Occasionnel,2022-10-31,Inactif
2232,2232,M,23,18-25,Korhogo,Boutique,Occasionnel,2022-10-20,Inactif
2233,2233,F,44,36-45,San-Pédro,Mobile Money,Régulier,2024-02-19,Actif
2234,2234,M,46,46-55,Abidjan,Mobile Money,Occasionnel,2022-02-05,Actif
2235,2235,M,36,36-45,Abidjan,Site Web,Régulier,2024-10-13,Actif
2236,2236,M,18,18-25,Abidjan,Boutique,Nouveau,2022-12-19,Actif
2237,2237,F,32,26-35,Man,Mobile Money,Fidèle,2023-02-22,Actif
2238,2238,F,36,36-45,Abidjan,Mobile Money,Nouveau,2022-05-20,Actif
2239,2239,F,21,18-25,Korhogo,Mobile Money,Fidèle,2024-08-22,Actif
2240,2240,M,30,26-35,Abidjan,Boutique,Occasionnel,2022-09-01,Actif
2241,2241,F,18,18-25,Abidjan,Boutique,Nouveau,2024-05-30,Actif
2242,2242,F,40,36-45,Bouaké,Mobile Money,Occasionnel,2022-12-24,Inactif
2243,2243,F,35,26-35,Abidjan,Site Web,Fidèle,2022-02-04,Actif
2244,2244,F,18,18-25,Abidjan,Partenaire,Fidèle,2023-03-24,Inactif
2245,2245,F,37,36-45,Man,Boutique,Régulier,2023-07-27,Inactif
2246,2246,F,33,26-35,Abidjan,Boutique,Occasionnel,2023-05-28,Actif
2247,2247,F,39,36-45,Man,Site Web,Occasionnel,2024-12-16,Actif
2248,2248,M,29,26-35,Abengourou,Réseaux sociaux,Nouveau,2023-07-24,Actif
2249,2249,F,25,18-25,Abidjan,Partenaire,Régulier,2024-05-03,Actif
2250,2250,F,25,18-25,Abidjan,Mobile Money,Nouveau,2023-02-10,Actif
2251,2251,M,28,26-35,Abidjan,Mobile Money,Fidèle,2022-06-08,Actif
2252,2252,M,34,26-35,Bouaké,Mobile Money,Régulier,2023-06-30,Actif
2253,2253,F,35,26-35,Abengourou,Site Web,Occasionnel,2023-09-06,Inactif
2254,2254,M,31,26-35,Korhogo,Mobile Money,Régulier,2023-04-03,Actif
2255,2255,M,29,26-35,Man,Réseaux sociaux,Nouveau,2024-04-19,Actif
2256,2256,M,30,26-35,Abidjan,Mobile Money,Nouveau,2024-11-22,Actif
2257,2257,M,61,56+,Abidjan,Site Web,Nouveau,2022-03-30,Inactif
2258,2258,M,25,18-25,Abidjan,Mobile Money,Nouveau,2022-03-16,Inactif
2259,2259,F,27,26-35,Korhogo,Boutique,Nouveau,2022-10-27,Actif
2260,2260,F,70,56+,Abidjan,Boutique,Régulier,2023-10-04,Actif
2261,2261,M,38,36-45,Abidjan,Site Web,Régulier,2022-02-16,Actif
2262,2262,M,18,18-25,Abidjan,Boutique,Occasionnel,2022-08-01,Actif
2263,2263,F,43,36-45,Abidjan,Boutique,VIP,2023-03-24,Inactif
2264,2264,F,23,18-25,Abidjan,Site Web,Fidèle,2023-02-16,Actif
2265,2265,M,43,36-45,Abidjan,Partenaire,Nouveau,2024-07-15,Actif
2266,2266,F,31,26-35,Korhogo,Site Web,Occasionnel,2023-08-22,Actif
2267,2267,M,29,26-35,Daloa,Site Web,Fidèle,2024-08-13,Actif
2268,2268,F,51,46-55,Abidjan,Boutique,Nouveau,2024-04-11,Actif
2269,2269,M,40,36-45,Daloa,Réseaux sociaux,Occasionnel,2023-03-30,Actif
2270,2270,M,44,36-45,Abidjan,Boutique,Fidèle,2024-12-06,Actif
2271,2271,M,38,36-45,Daloa,Partenaire,Régulier,2024-07-12,Actif
2272,2272,M,29,26-35,Abidjan,Réseaux sociaux,Fidèle,2023-06-25,Actif
2273,2273,M,40,36-45,Bouaké,Mobile Money,Fidèle,2024-07-20,Actif
2274,2274,M,47,46-55,Abidjan,Mobile Money,Nouveau,2022-10-09,Inactif
2275,2275,M,35,26-35,Abidjan,Site Web,Régulier,2022-08-16,Actif
2276,2276,F,53,46-55,Bouaké,Site Web,Régulier,2024-05-16,Actif
2277,2277,M,43,36-45,Daloa,Site Web,Nouveau,2024-05-14,Actif
2278,2278,F,36,36-45,Daloa,Partenaire,Nouveau,2022-08-31,Inactif
2279,2279,M,36,36-45,Abidjan,Boutique,Nouveau,2024-04-05,Actif
2280,2280,M,35,26-35,Abidjan,Boutique,Régulier,2023-07-11,Inactif
2281,2281,F,20,18-25,Daloa,Boutique,Régulier,2023-09-04,Actif
2282,2282,F,33,26-35,Abidjan,Mobile Money,Fidèle,2024-07-16,Actif
2283,2283,F,36,36-45,Abidjan,Boutique,Nouveau,2022-06-25,Actif
2284,2284,M,29,26-35,Abidjan,Réseaux sociaux,Régulier,2023-03-19,Actif
2285,2285,F,37,36-45,Abidjan,Mobile Money,Nouveau,2022-11-14,Actif
2286,2286,F,34,26-35,Abidjan,Réseaux sociaux,Fidèle,2023-09-02,Actif
2287,2287,M,42,36-45,Abidjan,Réseaux sociaux,Occasionnel,2022-06-22,Actif
2288,2288,M,41,36-45,Bouaké,Mobile Money,Régulier,2022-05-11,Actif
2289,2289,F,35,26-35,Yamoussoukro,Réseaux sociaux,Nouveau,2024-02-02,Actif
2290,2290,F,18,18-25,Daloa,Site Web,Nouveau,2022-03-03,Actif
2291,2291,M,53,46-55,Yamoussoukro,Boutique,Nouveau,2023-04-02,Actif
2292,2292,M,32,26-35,Abidjan,Mobile Money,Régulier,2024-12-15,Actif
2293,2293,M,33,26-35,Man,Mobile Money,Nouveau,2024-12-29,Actif
2294,2294,F,30,26-35,Yamoussoukro,Site Web,Fidèle,2022-07-15,Actif
2295,2295,F,28,26-35,Abidjan,Mobile Money,Nouveau,2024-10-12,Inactif
2296,2296,F,50,46-55,Abidjan,Mobile Money,Occasionnel,2023-01-03,Actif
2297,2297,M,49,46-55,Bouaké,Partenaire,Nouveau,2022-08-06,Actif
2298,2298,F,38,36-45,Bouaké,Site Web,Nouveau,2023-07-07,Actif
2299,2299,F,32,26-35,Yamoussoukro,Site Web,Occasionnel,2023-06-19,Actif
2300,2300,M,40,36-45,Daloa,Partenaire,Occasionnel,2023-02-15,Actif
2301,2301,M,34,26-35,Man,Mobile Money,Occasionnel,2023-04-13,Actif
2302,2302,M,31,26-35,Divo,Mobile Money,Régulier,2022-04-17,Actif
2303,2303,F,37,36-45,Bouaké,Site Web,Nouveau,2022-10-16,Actif
2304,2304,F,29,26-35,Gagnoa,Boutique,Occasionnel,2022-08-04,Actif
2305,2305,F,36,36-45,Man,Mobile Money,Régulier,2024-10-17,Actif
2306,2306,F,36,36-45,Abidjan,Site Web,Nouveau,2023-06-25,Actif
2307,2307,M,40,36-45,Bouaké,Mobile Money,Occasionnel,2023-08-22,Actif
2308,2308,F,27,26-35,Abidjan,Boutique,Nouveau,2023-04-26,Actif
2309,2309,M,41,36-45,Abidjan,Boutique,Nouveau,2024-08-26,Actif
2310,2310,M,24,18-25,Abidjan,Site Web,Nouveau,2024-05-24,Actif
2311,2311,M,27,26-35,Abidjan,Mobile Money,Occasionnel,2024-01-26,Actif
2312,2312,F,28,26-35,Abidjan,Mobile Money,Nouveau,2022-12-08,Inactif
2313,2313,F,22,18-25,Abidjan,Réseaux sociaux,Fidèle,2022-12-04,Inactif
2314,2314,F,45,36-45,Abidjan,Partenaire,Régulier,2024-10-26,Actif
2315,2315,F,23,18-25,Yamoussoukro,Boutique,Nouveau,2024-10-15,Actif
2316,2316,F,26,26-35,Korhogo,Mobile Money,Occasionnel,2022-11-06,Actif
2317,2317,F,47,46-55,Abengourou,Boutique,Nouveau,2023-01-04,Actif
2318,2318,M,27,26-35,Abidjan,Mobile Money,Nouveau,2022-12-29,Inactif
2319,2319,F,31,26-35,Abidjan,Mobile Money,VIP,2024-05-08,Actif
2320,2320,M,22,18-25,San-Pédro,Mobile Money,Occasionnel,2024-11-05,Actif
2321,2321,F,43,36-45,Abidjan,Mobile Money,Nouveau,2024-08-29,Inactif
2322,2322,F,43,36-45,Gagnoa,Mobile Money,Fidèle,2024-07-09,Inactif
2323,2323,F,42,36-45,Yamoussoukro,Mobile Money,Fidèle,2023-01-17,Actif
2324,2324,F,39,36-45,Abidjan,Réseaux sociaux,Occasionnel,2022-12-14,Actif
2325,2325,F,34,26-35,Abidjan,Boutique,Régulier,2024-08-31,Actif
2326,2326,M,28,26-35,Abidjan,Boutique,Régulier,2023-03-09,Actif
2327,2327,F,25,18-25,Abidjan,Mobile Money,Régulier,2022-08-24,Inactif
2328,2328,F,48,46-55,Abidjan,Réseaux sociaux,Occasionnel,2024-07-11,Actif
2329,2329,M,42,36-45,San-Pédro,Mobile Money,Fidèle,2023-06-10,Actif
2330,2330,F,26,26-35,Bouaké,Mobile Money,Occasionnel,2022-04-05,Actif
2331,2331,M,34,26-35,Abidjan,Site Web,Nouveau,2024-09-08,Inactif
2332,2332,F,30,26-35,Abidjan,Site Web,Nouveau,2022-11-19,Actif
2333,2333,M,21,18-25,Abidjan,Réseaux sociaux,Occasionnel,2022-12-05,Actif
2334,2334,F,35,26-35,Abidjan,Boutique,Nouveau,2023-08-06,Inactif
2335,2335,F,29,26-35,Yamoussoukro,Boutique,Nouveau,2022-10-23,Inactif
2336,2336,M,23,18-25,Bouaké,Mobile Money,Occasionnel,2024-06-26,Actif
2337,2337,M,18,18-25,San-Pédro,Boutique,Fidèle,2024-01-28,Actif
2338,2338,F,18,18-25,Abidjan,Boutique,Nouveau,2023-09-11,Inactif
2339,2339,M,29,26-35,Abidjan,Mobile Money,Nouveau,2022-08-08,Actif
2340,2340,F,33,26-35,San-Pédro,Mobile Money,Fidèle,2023-06-21,Actif
2341,2341,F,24,18-25,Yamoussoukro,Partenaire,Occasionnel,2022-10-26,Actif
2342,2342,F,41,36-45,Yamoussoukro,Mobile Money,Régulier,2024-11-19,Inactif
2343,2343,M,33,26-35,Abidjan,Mobile Money,Occasionnel,2024-05-17,Inactif
2344,2344,F,40,36-45,Korhogo,Partenaire,Régulier,2022-05-08,Actif
2345,2345,M,31,26-35,Abidjan,Site Web,Nouveau,2023-08-02,Actif
2346,2346,F,25,18-25,Abidjan,Boutique,Occasionnel,2024-05-04,Actif
2347,2347,M,35,26-35,Daloa,Site Web,Régulier,2023-07-28,Actif
2348,2348,M,20,18-25,Abidjan,Mobile Money,Nouveau,2022-05-20,Inactif
2349,2349,F,39,36-45,San-Pédro,Réseaux sociaux,Nouveau,2022-06-03,Actif
2350,2350,F,23,18-25,Abidjan,Mobile Money,Occasionnel,2024-03-13,Actif
2351,2351,F,44,36-45,Abidjan,Partenaire,Régulier,2023-07-28,Actif
2352,2352,M,30,26-35,Abidjan,Mobile Money,Occasionnel,2023-08-18,Actif
2353,2353,F,45,36-45,San-Pédro,Site Web,Régulier,2022-10-23,Actif
2354,2354,M,21,18-25,Daloa,Boutique,Régulier,2022-10-17,Actif
2355,2355,F,26,26-35,Abidjan,Mobile Money,Nouveau,2023-03-22,Actif
2356,2356,M,38,36-45,Abidjan,Boutique,Fidèle,2023-08-18,Actif
2357,2357,F,46,46-55,Abidjan,Site Web,Fidèle,2023-05-29,Actif
2358,2358,F,52,46-55,Abidjan,Mobile Money,Nouveau,2024-08-20,Actif
2359,2359,M,34,26-35,Daloa,Partenaire,Occasionnel,2022-07-26,Actif
2360,2360,F,54,46-55,Abidjan,Mobile Money,Nouveau,2023-06-02,Actif
2361,2361,M,30,26-35,Abidjan,Site Web,Fidèle,2022-09-15,Actif
2362,2362,F,46,46-55,Abidjan,Site Web,Occasionnel,2022-01-08,Inactif
2363,2363,F,23,18-25,Bouaké,Boutique,Occasionnel,2023-03-31,Actif
2364,2364,M,38,36-45,Yamoussoukro,Site Web,Fidèle,2022-03-03,Actif
2365,2365,M,18,18-25,Yamoussoukro,Site Web,Régulier,2023-02-12,Actif
2366,2366,M,21,18-25,Bouaké,Site Web,Nouveau,2023-11-24,Actif
2367,2367,F,39,36-45,Gagnoa,Boutique,Régulier,2023-02-16,Actif
2368,2368,F,19,18-25,Abidjan,Site Web,Régulier,2024-01-13,Actif
2369,2369,F,38,36-45,Korhogo,Boutique,Nouveau,2022-11-19,Actif
2370,2370,M,43,36-45,Bouaké,Mobile Money,Occasionnel,2023-03-16,Actif
2371,2371,F,28,26-35,Abidjan,Mobile Money,Régulier,2024-08-16,Actif
2372,2372,F,23,18-25,San-Pédro,Site Web,Occasionnel,2022-09-23,Actif
2373,2373,F,28,26-35,Bouaké,Partenaire,VIP,2023-07-03,Actif
2374,2374,F,23,18-25,Yamoussoukro,Mobile Money,Occasionnel,2024-02-23,Actif
2375,2375,F,32,26-35,Abidjan,Boutique,Régulier,2023-02-01,Actif
2376,2376,F,35,26-35,Abidjan,Mobile Money,Régulier,2022-11-30,Actif
2377,2377,M,30,26-35,Korhogo,Boutique,Nouveau,2024-02-04,Inactif
2378,2378,M,52,46-55,Abidjan,Site Web,Nouveau,2022-03-23,Actif
2379,2379,F,26,26-35,Abidjan,Site Web,VIP,2022-10-18,Actif
2380,2380,M,49,46-55,Abidjan,Site Web,Régulier,2023-03-25,Inactif
2381,2381,M,22,18-25,Abidjan,Site Web,Occasionnel,2022-08-27,Actif
2382,2382,F,34,26-35,San-Pédro,Mobile Money,Nouveau,2023-08-14,Actif
2383,2383,F,47,46-55,Bouaké,Boutique,Nouveau,2023-11-10,Inactif
2384,2384,F,46,46-55,Man,Mobile Money,Nouveau,2024-11-23,Actif
2385,2385,F,29,26-35,Abidjan,Partenaire,Occasionnel,2023-10-21,Actif
2386,2386,M,40,36-45,Abidjan,Site Web,Occasionnel,2023-10-11,Actif
2387,2387,M,38,36-45,Abidjan,Mobile Money,Nouveau,2024-03-05,Inactif
2388,2388,F,28,26-35,Abidjan,Mobile Money,Régulier,2022-08-17,Actif
2389,2389,M,40,36-45,Daloa,Boutique,VIP,2023-05-31,Actif
2390,2390,F,54,46-55,Abidjan,Partenaire,VIP,2024-06-30,Actif
2391,2391,M,39,36-45,Abidjan,Mobile Money,Fidèle,2022-07-12,Inactif
2392,2392,M,40,36-45,Korhogo,Boutique,Occasionnel,2022-11-16,Actif
2393,2393,F,41,36-45,Bouaké,Boutique,Occasionnel,2022-08-29,Actif
2394,2394,F,18,18-25,Abidjan,Site Web,Occasionnel,2024-11-16,Actif
2395,2395,M,39,36-45,Yamoussoukro,Site Web,Nouveau,2023-01-23,Actif
2396,2396,M,22,18-25,Abidjan,Mobile Money,Fidèle,2022-12-23,Actif
2397,2397,F,27,26-35,San-Pédro,Site Web,Régulier,2024-06-11,Actif
2398,2398,F,57,56+,Yamoussoukro,Mobile Money,Régulier,2024-09-22,Inactif
2399,2399,F,31,26-35,Abidjan,Réseaux sociaux,Nouveau,2022-01-06,Actif
2400,2400,M,25,18-25,Abidjan,Mobile Money,Nouveau,2024-08-20,Actif
2401,2401,M,46,46-55,Abidjan,Boutique,Fidèle,2024-02-14,Inactif
2402,2402,M,23,18-25,Yamoussoukro,Boutique,Nouveau,2024-08-04,Actif
2403,2403,M,29,26-35,Abidjan,Site Web,Nouveau,2022-04-05,Actif
2404,2404,M,47,46-55,Daloa,Mobile Money,Régulier,2022-02-13,Actif
2405,2405,M,34,26-35,Abidjan,Boutique,Régulier,2023-01-03,Actif
2406,2406,F,18,18-25,Abidjan,Mobile Money,Nouveau,2024-07-19,Actif
2407,2407,M,39,36-45,Abidjan,Boutique,Nouveau,2023-06-30,Actif
2408,2408,F,29,26-35,Abidjan,Réseaux sociaux,Régulier,2024-02-29,Actif
2409,2409,F,50,46-55,Abidjan,Boutique,Fidèle,2022-09-26,Actif
2410,2410,M,27,26-35,Bouaké,Boutique,Occasionnel,2023-01-02,Actif
2411,2411,M,45,36-45,Man,Site Web,Régulier,2024-08-19,Actif
2412,2412,M,53,46-55,Abidjan,Boutique,Nouveau,2023-06-21,Inactif
2413,2413,F,24,18-25,Yamoussoukro,Réseaux sociaux,Régulier,2024-05-03,Actif
2414,2414,M,31,26-35,Abidjan,Boutique,Occasionnel,2023-12-02,Inactif
2415,2415,F,38,36-45,Yamoussoukro,Partenaire,Fidèle,2022-07-12,Actif
2416,2416,F,24,18-25,Abidjan,Réseaux sociaux,Régulier,2024-10-30,Actif
2417,2417,F,36,36-45,Yamoussoukro,Boutique,Nouveau,2024-11-02,Actif
2418,2418,M,31,26-35,Abidjan,Boutique,Nouveau,2024-05-04,Inactif
2419,2419,F,31,26-35,Abidjan,Site Web,Régulier,2023-05-30,Inactif
2420,2420,M,34,26-35,Bouaké,Site Web,Nouveau,2023-04-15,Actif
2421,2421,F,34,26-35,Abidjan,Mobile Money,Régulier,2022-11-23,Actif
2422,2422,F,35,26-35,Abidjan,Mobile Money,Occasionnel,2023-12-08,Actif
2423,2423,M,27,26-35,Abidjan,Mobile Money,Nouveau,2022-12-06,Actif
2424,2424,F,27,26-35,Divo,Site Web,Régulier,2022-07-23,Inactif
2425,2425,M,32,26-35,Abidjan,Site Web,Occasionnel,2022-03-08,Actif
2426,2426,M,33,26-35,Abidjan,Mobile Money,Fidèle,2023-04-10,Actif
2427,2427,F,29,26-35,San-Pédro,Boutique,Nouveau,2024-06-11,Actif
2428,2428,M,37,36-45,Yamoussoukro,Site Web,Nouveau,2024-05-16,Actif
2429,2429,M,18,18-25,Abidjan,Partenaire,Nouveau,2024-07-19,Actif
2430,2430,M,25,18-25,Bouaké,Mobile Money,Nouveau,2023-10-27,Actif
2431,2431,M,30,26-35,Abidjan,Mobile Money,Régulier,2024-08-08,Actif
2432,2432,M,24,18-25,Abidjan,Boutique,Occasionnel,2024-05-07,Actif
2433,2433,M,51,46-55,Abidjan,Site Web,Nouveau,2024-06-02,Actif
2434,2434,F,34,26-35,Daloa,Mobile Money,VIP,2023-07-13,Inactif
2435,2435,M,35,26-35,San-Pédro,Mobile Money,Nouveau,2022-04-04,Actif
2436,2436,M,28,26-35,Abidjan,Site Web,Occasionnel,2023-02-21,Inactif
2437,2437,M,33,26-35,Abidjan,Boutique,Fidèle,2024-07-16,Actif
2438,2438,M,20,18-25,Abidjan,Mobile Money,Régulier,2024-03-24,Inactif
2439,2439,F,32,26-35,Abidjan,Boutique,Nouveau,2022-01-14,Actif
2440,2440,M,23,18-25,Abidjan,Mobile Money,VIP,2022-04-13,Inactif
2441,2441,M,30,26-35,Bouaké,Boutique,Occasionnel,2023-12-23,Actif
2442,2442,F,18,18-25,Abidjan,Boutique,Nouveau,2024-12-07,Actif
2443,2443,F,21,18-25,Man,Mobile Money,Nouveau,2024-03-11,Actif
2444,2444,M,50,46-55,Abidjan,Mobile Money,Fidèle,2024-11-04,Actif
2445,2445,F,43,36-45,Abidjan,Réseaux sociaux,Nouveau,2022-03-14,Inactif
2446,2446,M,48,46-55,Abidjan,Réseaux sociaux,Régulier,2024-08-22,Actif
2447,2447,F,49,46-55,Bouaké,Mobile Money,Nouveau,2022-05-21,Actif
2448,2448,F,41,36-45,Abidjan,Site Web,Nouveau,2024-08-26,Actif
2449,2449,M,29,26-35,Abidjan,Mobile Money,Fidèle,2024-12-02,Actif
2450,2450,M,22,18-25,Abidjan,Réseaux sociaux,VIP,2023-07-14,Inactif
2451,2451,M,46,46-55,Daloa,Réseaux sociaux,Nouveau,2023-08-07,Inactif
2452,2452,M,34,26-35,Divo,Site Web,Nouveau,2023-06-30,Actif
2453,2453,M,61,56+,Abidjan,Site Web,Régulier,2023-08-29,Actif
2454,2454,M,29,26-35,Abidjan,Boutique,Occasionnel,2024-06-16,Actif
2455,2455,M,55,46-55,Abidjan,Mobile Money,Occasionnel,2022-11-05,Actif
2456,2456,M,32,26-35,Abidjan,Boutique,Nouveau,2022-11-07,Inactif
2457,2457,M,48,46-55,Abengourou,Mobile Money,Fidèle,2024-11-26,Actif
2458,2458,F,52,46-55,Abidjan,Site Web,Nouveau,2024-07-19,Actif
2459,2459,F,22,18-25,Yamoussoukro,Boutique,Nouveau,2023-08-15,Actif
2460,2460,M,28,26-35,Man,Mobile Money,Nouveau,2022-08-08,Actif
2461,2461,M,22,18-25,Bouaké,Boutique,Nouveau,2024-11-12,Actif
2462,2462,M,20,18-25,Abidjan,Site Web,Occasionnel,2024-08-20,Actif
2463,2463,F,41,36-45,Bouaké,Boutique,Nouveau,2022-12-26,Actif
2464,2464,M,31,26-35,Abidjan,Boutique,Régulier,2023-08-16,Inactif
2465,2465,F,34,26-35,Abidjan,Réseaux sociaux,Occasionnel,2023-04-05,Actif
2466,2466,M,40,36-45,Gagnoa,Mobile Money,Nouveau,2024-07-12,Inactif
2467,2467,M,18,18-25,Abidjan,Site Web,Fidèle,2024-01-23,Actif
2468,2468,M,48,46-55,Abidjan,Boutique,Occasionnel,2023-06-24,Actif
2469,2469,M,30,26-35,Abidjan,Mobile Money,Nouveau,2024-11-25,Actif
2470,2470,F,39,36-45,Abidjan,Partenaire,Nouveau,2023-10-29,Actif
2471,2471,F,40,36-45,Bouaké,Boutique,Occasionnel,2023-06-15,Inactif
2472,2472,M,49,46-55,Daloa,Mobile Money,Régulier,2024-10-11,Actif
2473,2473,M,32,26-35,Bouaké,Mobile Money,Régulier,2023-05-08,Actif
2474,2474,F,18,18-25,Abidjan,Partenaire,Régulier,2023-04-03,Actif
2475,2475,F,34,26-35,Abidjan,Réseaux sociaux,Nouveau,2023-03-02,Actif
2476,2476,F,36,36-45,Abidjan,Mobile Money,VIP,2022-08-30,Actif
2477,2477,F,22,18-25,Abidjan,Boutique,Nouveau,2022-11-02,Actif
2478,2478,F,35,26-35,Daloa,Mobile Money,Nouveau,2022-04-10,Actif
2479,2479,F,30,26-35,Bouaké,Site Web,Occasionnel,2024-03-08,Actif
2480,2480,M,19,18-25,Korhogo,Boutique,Nouveau,2023-10-09,Actif
2481,2481,F,41,36-45,Daloa,Mobile Money,Occasionnel,2024-10-18,Actif
2482,2482,F,27,26-35,Abidjan,Boutique,Nouveau,2023-11-01,Actif
2483,2483,F,29,26-35,Bouaké,Réseaux sociaux,Régulier,2022-03-30,Actif
2484,2484,F,28,26-35,Daloa,Boutique,Régulier,2023-11-11,Inactif
2485,2485,M,47,46-55,Divo,Mobile Money,Régulier,2022-07-11,Actif
2486,2486,F,33,26-35,Abidjan,Partenaire,Occasionnel,2022-02-10,Actif
2487,2487,M,34,26-35,Bouaké,Mobile Money,Nouveau,2023-12-27,Actif
2488,2488,M,29,26-35,Abidjan,Boutique,Fidèle,2022-01-31,Actif
2489,2489,F,39,36-45,Daloa,Boutique,Occasionnel,2023-03-24,Actif
2490,2490,M,48,46-55,Man,Mobile Money,Occasionnel,2024-09-07,Actif
2491,2491,M,41,36-45,Man,Mobile Money,Nouveau,2022-10-08,Actif
2492,2492,F,41,36-45,Abidjan,Mobile Money,Nouveau,2024-02-01,Inactif
2493,2493,F,40,36-45,Abidjan,Mobile Money,Occasionnel,2023-02-17,Inactif
2494,2494,M,18,18-25,Daloa,Boutique,Régulier,2022-05-05,Actif
2495,2495,M,24,18-25,Bouaké,Réseaux sociaux,Fidèle,2022-08-04,Actif
2496,2496,M,31,26-35,Korhogo,Mobile Money,VIP,2022-03-23,Inactif
2497,2497,M,26,26-35,Abidjan,Site Web,Occasionnel,2022-06-15,Actif
2498,2498,F,22,18-25,San-Pédro,Boutique,Occasionnel,2022-06-27,Inactif
2499,2499,M,18,18-25,Yamoussoukro,Mobile Money,Régulier,2024-08-25,Actif
2500,2500,F,19,18-25,Abidjan,Boutique,Nouveau,2024-06-02,Inactif
2501,2501,F,31,26-35,Abidjan,Mobile Money,Occasionnel,2023-01-22,Actif
2502,2502,M,33,26-35,Yamoussoukro,Site Web,Régulier,2024-03-02,Actif
2503,2503,M,25,18-25,Abidjan,Boutique,Nouveau,2022-08-12,Actif
2504,2504,M,34,26-35,Daloa,Site Web,Nouveau,2023-12-01,Actif
2505,2505,F,29,26-35,Bouaké,Réseaux sociaux,Occasionnel,2022-08-10,Actif
2506,2506,F,45,36-45,Abidjan,Mobile Money,Occasionnel,2023-12-03,Actif
2507,2507,M,32,26-35,Abidjan,Partenaire,Nouveau,2023-01-27,Actif
2508,2508,M,41,36-45,Abengourou,Mobile Money,Nouveau,2024-07-29,Inactif
2509,2509,M,36,36-45,Yamoussoukro,Mobile Money,Nouveau,2024-07-03,Inactif
2510,2510,M,18,18-25,Daloa,Mobile Money,Régulier,2023-01-01,Inactif
2511,2511,F,33,26-35,Daloa,Réseaux sociaux,Fidèle,2022-02-15,Inactif
2512,2512,F,20,18-25,Bouaké,Site Web,Fidèle,2022-12-19,Inactif
2513,2513,F,32,26-35,Man,Partenaire,Fidèle,2022-11-05,Inactif
2514,2514,F,25,18-25,Bouaké,Site Web,Nouveau,2023-04-11,Actif
2515,2515,F,38,36-45,Abidjan,Boutique,Nouveau,2023-09-21,Actif
2516,2516,M,19,18-25,Abidjan,Réseaux sociaux,Occasionnel,2024-12-19,Inactif
2517,2517,F,34,26-35,Abidjan,Partenaire,Occasionnel,2022-03-10,Actif
2518,2518,F,40,36-45,Daloa,Site Web,Régulier,2023-08-31,Actif
2519,2519,M,43,36-45,Abidjan,Boutique,Nouveau,2022-07-07,Actif
2520,2520,F,25,18-25,Yamoussoukro,Réseaux sociaux,Fidèle,2023-08-22,Actif
2521,2521,F,34,26-35,Divo,Mobile Money,Nouveau,2023-11-29,Actif
2522,2522,M,36,36-45,Abidjan,Réseaux sociaux,Occasionnel,2024-06-05,Actif
2523,2523,F,51,46-55,Abidjan,Partenaire,Fidèle,2023-09-06,Actif
2524,2524,M,18,18-25,Yamoussoukro,Site Web,Occasionnel,2022-07-14,Actif
2525,2525,M,23,18-25,Abidjan,Mobile Money,Régulier,2024-09-27,Actif
2526,2526,F,64,56+,Daloa,Mobile Money,Régulier,2023-03-20,Actif
2527,2527,M,30,26-35,Abidjan,Partenaire,Régulier,2023-06-10,Actif
2528,2528,M,18,18-25,Abidjan,Réseaux sociaux,Régulier,2023-12-04,Actif
2529,2529,M,27,26-35,Bouaké,Site Web,Occasionnel,2022-10-18,Actif
2530,2530,M,18,18-25,Abidjan,Partenaire,Occasionnel,2024-12-17,Inactif
2531,2531,M,36,36-45,Abidjan,Boutique,Régulier,2022-02-18,Actif
2532,2532,M,42,36-45,Abidjan,Réseaux sociaux,Occasionnel,2022-06-19,Inactif
2533,2533,M,23,18-25,Abidjan,Mobile Money,Régulier,2024-12-20,Inactif
2534,2534,F,28,26-35,Korhogo,Mobile Money,Occasionnel,2023-05-10,Inactif
